country,continent,year,life_expectancy,population_millions,gdp_per_capita
Taiwan,Asia,1997,75.25,21.628605,20206.82098
Taiwan,Asia,2002,76.99,22.454239,23235.42329
Taiwan,Asia,2007,78.4,23.174294,28718.27684
Tanzania,Africa,1952,41.215,8.322925,716.6500721
Tanzania,Africa,1957,42.974,9.452826,698.5356073
Tanzania,Africa,1962,44.246,10.863958,722.0038073
Tanzania,Africa,1967,45.757,12.607312,848.2186575
Tanzania,Africa,1972,47.62,14.706593,915.9850592
Tanzania,Africa,1977,49.919,17.129565,962.4922932
Tanzania,Africa,1982,50.608,19.844382,874.2426069
Tanzania,Africa,1987,51.535,23.04063,831.8220794
Tanzania,Africa,1992,50.44,26.605473,825.682454
Tanzania,Africa,1997,48.466,30.686889,789.1862231
Tanzania,Africa,2002,49.651,34.593779,899.0742111
Tanzania,Africa,2007,52.517,38.13964,1107.482182
Thailand,Asia,1952,50.848,21.289402,757.7974177
Thailand,Asia,1957,53.63,25.041917,793.5774148
Thailand,Asia,1962,56.061,29.263397,1002.199172
Thailand,Asia,1967,58.285,34.024249,1295.46066
Thailand,Asia,1972,60.405,39.276153,1524.358936
Thailand,Asia,1977,62.494,44.148285,1961.224635
Thailand,Asia,1982,64.597,48.82716,2393.219781
Thailand,Asia,1987,66.084,52.910342,2982.653773
Thailand,Asia,1992,67.298,56.667095,4616.896545
Thailand,Asia,1997,67.521,60.216677,5852.625497
Thailand,Asia,2002,68.564,62.806748,5913.187529
Thailand,Asia,2007,70.616,65.068149,7458.396327
Togo,Africa,1952,38.596,1.219113,859.8086567
Togo,Africa,1957,41.208,1.357445,925.9083202
Togo,Africa,1962,43.922,1.528098,1067.53481
Togo,Africa,1967,46.769,1.73555,1477.59676
Togo,Africa,1972,49.759,2.056351,1649.660188
Togo,Africa,1977,52.887,2.308582,1532.776998
Togo,Africa,1982,55.471,2.644765,1344.577953
Togo,Africa,1987,56.941,3.154264,1202.201361
Togo,Africa,1992,58.061,3.747553,1034.298904
Togo,Africa,1997,58.39,4.32089,982.2869243
Togo,Africa,2002,57.561,4.977378,886.2205765
Togo,Africa,2007,58.42,5.701579,882.9699438
Trinidad and Tobago,Americas,1952,59.1,0.66285,3023.271928
Trinidad and Tobago,Americas,1957,61.8,0.7649,4100.3934
Trinidad and Tobago,Americas,1962,64.9,0.887498,4997.523971
Trinidad and Tobago,Americas,1967,65.4,0.960155,5621.368472
Trinidad and Tobago,Americas,1972,65.9,0.975199,6619.551419
Trinidad and Tobago,Americas,1977,68.3,1.039009,7899.554209
Trinidad and Tobago,Americas,1982,68.832,1.116479,9119.528607
Trinidad and Tobago,Americas,1987,69.582,1.191336,7388.597823
Trinidad and Tobago,Americas,1992,69.862,1.183669,7370.990932
Trinidad and Tobago,Americas,1997,69.465,1.138101,8792.573126
Trinidad and Tobago,Americas,2002,68.976,1.101832,11460.60023
Trinidad and Tobago,Americas,2007,69.819,1.056608,18008.50924
Tunisia,Africa,1952,44.6,3.647735,1468.475631
Tunisia,Africa,1957,47.1,3.950849,1395.232468
Tunisia,Africa,1962,49.579,4.286552,1660.30321
Tunisia,Africa,1967,52.053,4.786986,1932.360167
Tunisia,Africa,1972,55.602,5.303507,2753.285994
Tunisia,Africa,1977,59.837,6.005061,3120.876811
Tunisia,Africa,1982,64.048,6.734098,3560.233174
Tunisia,Africa,1987,66.894,7.724976,3810.419296
Tunisia,Africa,1992,70.001,8.523077,4332.720164
Tunisia,Africa,1997,71.973,9.231669,4876.798614
Tunisia,Africa,2002,73.042,9.770575,5722.895655
Tunisia,Africa,2007,73.923,10.276158,7092.923025
Turkey,Europe,1952,43.585,22.235677,1969.10098
Turkey,Europe,1957,48.079,25.670939,2218.754257
Turkey,Europe,1962,52.098,29.788695,2322.869908
Turkey,Europe,1967,54.336,33.411317,2826.356387
Turkey,Europe,1972,57.005,37.492953,3450.69638
Turkey,Europe,1977,59.507,42.404033,4269.122326
Turkey,Europe,1982,61.036,47.328791,4241.356344
Turkey,Europe,1987,63.108,52.881328,5089.043686
Turkey,Europe,1992,66.146,58.179144,5678.348271
Turkey,Europe,1997,68.835,63.047647,6601.429915
Turkey,Europe,2002,70.845,67.308928,6508.085718
Turkey,Europe,2007,71.777,71.158647,8458.276384
Uganda,Africa,1952,39.978,5.824797,734.753484
Uganda,Africa,1957,42.571,6.675501,774.3710692
Uganda,Africa,1962,45.344,7.688797,767.2717398
Uganda,Africa,1967,48.051,8.900294,908.9185217
Uganda,Africa,1972,51.016,10.190285,950.735869
Uganda,Africa,1977,50.35,11.457758,843.7331372
Uganda,Africa,1982,49.849,12.9394,682.2662268
Uganda,Africa,1987,51.509,15.28305,617.7244065
Uganda,Africa,1992,48.825,18.25219,644.1707969
Uganda,Africa,1997,44.578,21.210254,816.559081
Uganda,Africa,2002,47.813,24.739869,927.7210018
Uganda,Africa,2007,51.542,29.170398,1056.380121
United Kingdom,Europe,1952,69.18,50.43,9979.508487
United Kingdom,Europe,1957,70.42,51.43,11283.17795
United Kingdom,Europe,1962,70.76,53.292,12477.17707
United Kingdom,Europe,1967,71.36,54.959,14142.85089
United Kingdom,Europe,1972,72.01,56.079,15895.11641
United Kingdom,Europe,1977,72.76,56.179,17428.74846
United Kingdom,Europe,1982,74.04,56.339704,18232.42452
United Kingdom,Europe,1987,75.007,56.98162,21664.78767
United Kingdom,Europe,1992,76.42,57.866349,22705.09254
United Kingdom,Europe,1997,77.218,58.808266,26074.53136
United Kingdom,Europe,2002,78.471,59.912431,29478.99919
United Kingdom,Europe,2007,79.425,60.776238,33203.26128
United States,Americas,1952,68.44,157.553,13990.48208
United States,Americas,1957,69.49,171.984,14847.12712
United States,Americas,1962,70.21,186.538,16173.14586
United States,Americas,1967,70.76,198.712,19530.36557
United States,Americas,1972,71.34,209.896,21806.03594
United States,Americas,1977,73.38,220.239,24072.63213
United States,Americas,1982,74.65,232.187835,25009.55914
United States,Americas,1987,75.02,242.803533,29884.35041
United States,Americas,1992,76.09,256.894189,32003.93224
United States,Americas,1997,76.81,272.91176,35767.43303
United States,Americas,2002,77.31,287.675526,39097.09955
United States,Americas,2007,78.242,301.139947,42951.65309
Uruguay,Americas,1952,66.071,2.252965,5716.766744
Uruguay,Americas,1957,67.044,2.424959,6150.772969
Uruguay,Americas,1962,68.253,2.598466,5603.357717
Uruguay,Americas,1967,68.468,2.748579,5444.61962
Uruguay,Americas,1972,68.673,2.829526,5703.408898
Uruguay,Americas,1977,69.481,2.87352,6504.339663
Uruguay,Americas,1982,70.805,2.953997,6920.223051
Uruguay,Americas,1987,71.918,3.045153,7452.398969
Uruguay,Americas,1992,72.752,3.149262,8137.004775
Uruguay,Americas,1997,74.223,3.262838,9230.240708
Uruguay,Americas,2002,75.307,3.363085,7727.002004
Uruguay,Americas,2007,76.384,3.447496,10611.46299
Venezuela,Americas,1952,55.088,5.439568,7689.799761
Venezuela,Americas,1957,57.907,6.702668,9802.466526
Venezuela,Americas,1962,60.77,8.143375,8422.974165
Venezuela,Americas,1967,63.479,9.709552,9541.474188
Venezuela,Americas,1972,65.712,11.515649,10505.25966
Venezuela,Americas,1977,67.456,13.503563,13143.95095
Venezuela,Americas,1982,68.557,15.620766,11152.41011
Venezuela,Americas,1987,70.19,17.910182,9883.584648
Venezuela,Americas,1992,71.15,20.265563,10733.92631
Venezuela,Americas,1997,72.146,22.374398,10165.49518
Venezuela,Americas,2002,72.766,24.28767,8605.047831
Venezuela,Americas,2007,73.747,26.084662,11415.80569
Vietnam,Asia,1952,40.412,26.246839,605.0664917
Vietnam,Asia,1957,42.887,28.998543,676.2854478
Vietnam,Asia,1962,45.363,33.79614,772.0491602
Vietnam,Asia,1967,47.838,39.46391,637.1232887
Vietnam,Asia,1972,50.254,44.655014,699.5016441
Vietnam,Asia,1977,55.764,50.533506,713.5371196
Vietnam,Asia,1982,58.816,56.142181,707.2357863
Vietnam,Asia,1987,62.82,62.826491,820.7994449
Vietnam,Asia,1992,67.662,69.940728,989.0231487
Vietnam,Asia,1997,70.672,76.048996,1385.896769
Vietnam,Asia,2002,73.017,80.908147,1764.456677
Vietnam,Asia,2007,74.249,85.262356,2441.576404
West Bank and Gaza,Asia,1952,43.16,1.030585,1515.592329
West Bank and Gaza,Asia,1957,45.671,1.070439,1827.067742
West Bank and Gaza,Asia,1962,48.127,1.133134,2198.956312
West Bank and Gaza,Asia,1967,51.631,1.142636,2649.715007
West Bank and Gaza,Asia,1972,56.532,1.089572,3133.409277
West Bank and Gaza,Asia,1977,60.765,1.261091,3682.831494
West Bank and Gaza,Asia,1982,64.406,1.425876,4336.032082
West Bank and Gaza,Asia,1987,67.046,1.69121,5107.197384
West Bank and Gaza,Asia,1992,69.718,2.104779,6017.654756
West Bank and Gaza,Asia,1997,71.096,2.826046,7110.667619
West Bank and Gaza,Asia,2002,72.37,3.389578,4515.487575
West Bank and Gaza,Asia,2007,73.422,4.018332,3025.349798
"Yemen, Rep.",Asia,1952,32.548,4.963829,781.7175761
"Yemen, Rep.",Asia,1957,33.97,5.49809,804.8304547
"Yemen, Rep.",Asia,1962,35.18,6.120081,825.6232006
"Yemen, Rep.",Asia,1967,36.984,6.740785,862.4421463
"Yemen, Rep.",Asia,1972,39.848,7.407075,1265.047031
"Yemen, Rep.",Asia,1977,44.175,8.40399,1829.765177
"Yemen, Rep.",Asia,1982,49.113,9.657618,1977.55701
"Yemen, Rep.",Asia,1987,52.922,11.21934,1971.741538
"Yemen, Rep.",Asia,1992,55.599,13.367997,1879.496673
"Yemen, Rep.",Asia,1997,58.02,15.826497,2117.484526
"Yemen, Rep.",Asia,2002,60.308,18.701257,2234.820827
"Yemen, Rep.",Asia,2007,62.698,22.211743,2280.769906
Zambia,Africa,1952,42.038,2.672,1147.388831
Zambia,Africa,1957,44.077,3.016,1311.956766
Zambia,Africa,1962,46.023,3.421,1452.725766
Zambia,Africa,1967,47.768,3.9,1777.077318
Zambia,Africa,1972,50.107,4.506497,1773.498265
Zambia,Africa,1977,51.386,5.21655,1588.688299
Zambia,Africa,1982,51.821,6.100407,1408.678565
Zambia,Africa,1987,50.821,7.272406,1213.315116
Zambia,Africa,1992,46.1,8.381163,1210.884633
Zambia,Africa,1997,40.238,9.417789,1071.353818
Zambia,Africa,2002,39.193,10.595811,1071.613938
Zambia,Africa,2007,42.384,11.746035,1271.211593
Zimbabwe,Africa,1952,48.451,3.080907,406.8841148
Zimbabwe,Africa,1957,50.469,3.64634,518.7642681
Zimbabwe,Africa,1962,52.358,4.277736,527.2721818
Zimbabwe,Africa,1967,53.995,4.995432,569.7950712
Zimbabwe,Africa,1972,55.635,5.861135,799.3621758
Zimbabwe,Africa,1977,57.674,6.642107,685.5876821
Zimbabwe,Africa,1982,60.363,7.636524,788.8550411
Zimbabwe,Africa,1987,62.351,9.216418,706.1573059
Zimbabwe,Africa,1992,60.377,10.70434,693.4207856
Zimbabwe,Africa,1997,46.809,11.404948,792.4499603
Zimbabwe,Africa,2002,39.989,11.926563,672.0386227
Zimbabwe,Africa,2007,43.487,12.311143,469.7092981
